comment_id,0,like_count,reply_count,author,published_time,reply_level,channel_id,display_name,avatar_url,verified,video_id,Date,Day_of_Week,Hour_of_Day,state,video_title,video_url,views
Ugz1FPj7jzZEc6iI1hV4AaABAg,Never get out of your car / confront anyone.,3.0,,@Mr.10X.,39 minutes ago,0,UCFCWsemm2ke0hGKasxI0xKQ,@Mr.10X.,https://yt3.ggpht.com/ytc/AIdro_mTsAXsyvzBh_mIJpR-2PdCHkCb7yyLgyHQpF2B3us=s88-c-k-c0x00ffffff-no-rj,False,ZIny1JwOZcc,2025-01-14 06:24:59.959240-07:00,Tuesday,6,Texas,West Houston man badly injured in possible road rage attack,https://www.youtube.com/watch?v=ZIny1JwOZcc,4395
UgyPbXf8mRnnCagneMl4AaABAg,"In a busy intersection as that, there must be  cams all over the place. Seems like they should be able to find out exactly what happened.",,,@birdiesgs,31 minutes ago,0,UCn0Y1B3gyDjEv3O1qlv0o3g,@birdiesgs,https://yt3.ggpht.com/qF9bg-7icQvpV4mQTfQ2n7vjRIBhfP4xi6oUFVtsRP2G3fDfrSv6_4LfnBnn0s8ymIOs0ddy6w=s88-c-k-c0x00ffffff-no-rj,False,ZIny1JwOZcc,2025-01-14 06:32:59.959256-07:00,Tuesday,6,Texas,West Houston man badly injured in possible road rage attack,https://www.youtube.com/watch?v=ZIny1JwOZcc,4395
UgyzOygL_2WWi3e4T8V4AaABAg,we need look the video if exist and see exactly what happen,1.0,,@morganescamilla163,43 minutes ago (edited),0,UCy6Rt6u1BIgECSzRNuTpCLg,@morganescamilla163,https://yt3.ggpht.com/ytc/AIdro_kAFleCKB3RmiE1jNKIxeZJYSuW9J9kVdyiNJZi4_q2oOo=s88-c-k-c0x00ffffff-no-rj,False,ZIny1JwOZcc,2025-01-14 06:20:59.959258-07:00,Tuesday,6,Texas,West Houston man badly injured in possible road rage attack,https://www.youtube.com/watch?v=ZIny1JwOZcc,4395
Ugw5akRRLvwEhZ9DS4t4AaABAg,Who did this wicked to the old man?,,,@Jeffreya348,12 minutes ago,0,UC-c6nQmyZWAQR0AgPYmSUrg,@Jeffreya348,https://yt3.ggpht.com/ytc/AIdro_nuTL1yq7fhiq1XpdhdrVTLp0S2rdiRowlu8Dz0jp9FMFU=s88-c-k-c0x00ffffff-no-rj,False,ZIny1JwOZcc,2025-01-14 06:51:59.959260-07:00,Tuesday,6,Texas,West Houston man badly injured in possible road rage attack,https://www.youtube.com/watch?v=ZIny1JwOZcc,4395
Ugzqu1QI1ydg9ligsdJ4AaABAg,"With people armed , drivers are taking a chance by getting out of their vehicle to confront others drivers",,,@johndoe-zz1nr,35 minutes ago,0,UCHGb9xR9mgTcEkKka8KixSw,@johndoe-zz1nr,https://yt3.ggpht.com/ytc/AIdro_nzQd-Zx00fDPMFUiNFGIR6iuwMvwtcOBLAMG1zPtI=s88-c-k-c0x00ffffff-no-rj,False,ZIny1JwOZcc,2025-01-14 06:28:59.959263-07:00,Tuesday,6,Texas,West Houston man badly injured in possible road rage attack,https://www.youtube.com/watch?v=ZIny1JwOZcc,4395
UgwCwcTJ5SOrYq53CiJ4AaABAg,The truck driver probably thought you were getting out of your car to attack him So he struck first.,1.0,2.0,@John-f8e2y,42 minutes ago,0,UCG3SkS6IckHUPVf9t-_K31w,@John-f8e2y,https://yt3.ggpht.com/ytc/AIdro_ktf9w-_Y-Ykk2WaCOrvRvto-DqwRfZrCwkWm-etOgO-lhcHcpTYkUtyPAuK6d42C4TAw=s88-c-k-c0x00ffffff-no-rj,False,ZIny1JwOZcc,2025-01-14 06:21:59.959264-07:00,Tuesday,6,Texas,West Houston man badly injured in possible road rage attack,https://www.youtube.com/watch?v=ZIny1JwOZcc,4395
UgwCwcTJ5SOrYq53CiJ4AaABAg.ADHBGNkhsSOADHClYuuDBY,Nonsense,,,@SuperHtownswag,30 minutes ago,1,UCl4eTc2dFbfYbi0KsJ3XhCQ,@SuperHtownswag,https://yt3.ggpht.com/ytc/AIdro_myuuJFXH-zTtuhmsOqixarvfyFUHm4GOs811xLlZI=s88-c-k-c0x00ffffff-no-rj,False,ZIny1JwOZcc,2025-01-14 06:33:59.959266-07:00,Tuesday,6,Texas,West Houston man badly injured in possible road rage attack,https://www.youtube.com/watch?v=ZIny1JwOZcc,4395
UgwCwcTJ5SOrYq53CiJ4AaABAg.ADHBGNkhsSOADHE7ejje5d,@SuperHtownswag  explain,,,@John-f8e2y,18 minutes ago,1,UCG3SkS6IckHUPVf9t-_K31w,@John-f8e2y,https://yt3.ggpht.com/ytc/AIdro_ktf9w-_Y-Ykk2WaCOrvRvto-DqwRfZrCwkWm-etOgO-lhcHcpTYkUtyPAuK6d42C4TAw=s88-c-k-c0x00ffffff-no-rj,False,ZIny1JwOZcc,2025-01-14 06:45:59.959268-07:00,Tuesday,6,Texas,West Houston man badly injured in possible road rage attack,https://www.youtube.com/watch?v=ZIny1JwOZcc,4395
UgzDoCDTVMAIbxvw9Cd4AaABAg,Road 'Ranger'?,,1.0,@yellow45643r,11 minutes ago,0,UCHcT5z-rmoaLOXRtEpzwI5A,@yellow45643r,https://yt3.ggpht.com/ytc/AIdro_nwfQx8BZdRcvhnp0E4PgpB4QQB4EWsHCaY2nbA-eQ=s88-c-k-c0x00ffffff-no-rj,False,1ibFXiuKReI,2025-01-16 21:55:43.753883-07:00,Thursday,21,Florida,Police announce arrest after road ranger killed in crash while assisting other drivers,https://www.youtube.com/watch?v=1ibFXiuKReI,4304
UgyBy5Harbf919Oktwl4AaABAg,Well Well Well Surprise Surprise,,,@Patrick-yh5yd,28 minutes ago,0,UCbB5k1mI5QtFLalsnRK-G9w,@Patrick-yh5yd,https://yt3.ggpht.com/ytc/AIdro_lXvTrAH8preRw0L--uPf-e_f2-VEfocLMf1Rrxpmg=s88-c-k-c0x00ffffff-no-rj,False,1ibFXiuKReI,2025-01-16 21:38:43.753915-07:00,Thursday,21,Florida,Police announce arrest after road ranger killed in crash while assisting other drivers,https://www.youtube.com/watch?v=1ibFXiuKReI,4304
UgzDoCDTVMAIbxvw9Cd4AaABAg.ADO-eQROwOOADO0MI6PXpe,The Road Ranger Service Patrol provides traffic incident management response services and limited no-cost highway assistance to motorists.,,,@JonArbuckle066,6 minutes ago,1,UCiBO8ePKkvJIj6oURcmeoPA,@JonArbuckle066,https://yt3.ggpht.com/ytc/AIdro_nbnIwyYsF5KGzS2pWd-Bbv2zgtWKXIXYtKtnh9Q669BzQAGM9gxLELfbqgp3aEheu7BQ=s88-c-k-c0x00ffffff-no-rj,False,1ibFXiuKReI,2025-01-16 22:00:43.753920-07:00,Thursday,22,Florida,Police announce arrest after road ranger killed in crash while assisting other drivers,https://www.youtube.com/watch?v=1ibFXiuKReI,4304
UgxGah3588AoE7dsqK14AaABAg,Oh my,,,@TheAzaAmani,8 minutes ago,0,UC395mDZ3PrMX6vsqy_UejOg,@TheAzaAmani,https://yt3.ggpht.com/hNNum6Y7LrJ2Grfg3phRlezj17xQolWN0aNev8vahbIrl8cKNBDV7vlE2-f7vhQ909Aqesdvtw=s88-c-k-c0x00ffffff-no-rj,False,u0fqkwcIEHo,2025-01-16 14:54:47.105787-07:00,Thursday,14,Florida,Garbage truck crash cuts power in Little Haiti neighborhood,https://www.youtube.com/watch?v=u0fqkwcIEHo,1015
Ugw9b1eFMrXFifUO9MV4AaABAg,"Definitely stringing illegal power in that city, and snacking on pets.",,,@bobcaygeon975,4 minutes ago,0,UC_97lhDbhuYAOc7ipDt9Zxw,@bobcaygeon975,https://yt3.ggpht.com/ytc/AIdro_kVUexkn6vHQq-AlSmP2C-L6-P4i80miwupEMKBKB4=s88-c-k-c0x00ffffff-no-rj,False,u0fqkwcIEHo,2025-01-16 14:58:47.105809-07:00,Thursday,14,Florida,Garbage truck crash cuts power in Little Haiti neighborhood,https://www.youtube.com/watch?v=u0fqkwcIEHo,1015
UgwAUI5I7lveg5YcF9J4AaABAg,😆 🤣 😂  they just shaking the cold off with a morning walk 😆 🤣,,,@jamesedwards686,27 minutes ago,0,UCK_lDUAZ5FR94mPaUeocfJw,@jamesedwards686,https://yt3.ggpht.com/5PIRpbKzLJ_Y7Ipp6B9Ax5jth2_9L2RMZRPss1XTHCNBqz_STEiKcsMs6T8BAjMpv1FeHccGuA=s88-c-k-c0x00ffffff-no-rj,False,cNEseUV2ff4,2025-01-14 09:37:31.071565-07:00,Tuesday,9,North Carolina,Morning commuters: Donkeys out early in North Carolina,https://www.youtube.com/watch?v=cNEseUV2ff4,210
UgzEkLil_kShlraDwEB4AaABAg,Because no one make them accountable,,,@shahrzadtales,38 minutes ago,0,UCOgTqVldkrURx2wFbIV0UrQ,@shahrzadtales,https://yt3.ggpht.com/8BpM9a9_b4tgED5koxGMa37YoNTUfpBBs4fj7MjLy5Jwscd-hRPzcdyyBhjGWZqg7n2MT2GoDQ=s88-c-k-c0x00ffffff-no-rj,False,-bByjfMqju0,2025-01-16 07:25:58.679326-07:00,Thursday,7,Florida,"Israel delays cabinet vote to approve ceasefire, hostage deal with Hamas",https://www.youtube.com/watch?v=-bByjfMqju0,872
Ugw6NYNCm1M_Vki7UGR4AaABAg,Onerous deal.,,,@danilobulseco1064,22 minutes ago,0,UCYAw6tpSkXt0t_Sbx6HTY0g,@danilobulseco1064,https://yt3.ggpht.com/ytc/AIdro_nB9Tm9qpNPeUVqazDqRe4FZV6uFd0W3Uq2mMGoCDO5-URC1guRJ6X6izUpduu-J5L48g=s88-c-k-c0x00ffffff-no-rj,False,-bByjfMqju0,2025-01-16 07:41:58.679353-07:00,Thursday,7,Florida,"Israel delays cabinet vote to approve ceasefire, hostage deal with Hamas",https://www.youtube.com/watch?v=-bByjfMqju0,872
UgwraI4pCgMuVPho3YF4AaABAg,R.I.P. to those people. Its been a very crazy week on south Flrirda roads.,1.0,,@PaulDavis-m9q,19 minutes ago,0,UCtmXFe3b9qf3fXww1NGuaIw,@PaulDavis-m9q,https://yt3.ggpht.com/ytc/AIdro_kPnWgPdaEneGRS_lHThnRi4WowEiydFJHvz_TIJ-uZt0uKxLt_qjIlJRs-UBamd5r2HA=s88-c-k-c0x00ffffff-no-rj,False,Sug4mJBcMkY,2025-01-15 10:45:45.250618-07:00,Wednesday,10,Florida,"Margate police investigate crash that left 3 dead, 2 injured",https://www.youtube.com/watch?v=Sug4mJBcMkY,3232
UgyKXGyAiT07o0OUjnN4AaABAg,Ohhhh Wow.... So tragic indeed! God Speed to those who lost their life & God Bless those who are injured with complete healing! God Bless the first responders & Families & Friends💜🙏 I have traveled through that intersection & remember noticing blind spots too...,1.0,,@JR-zm2yu,38 minutes ago (edited),0,UC-NcFyR0pyjlsv23k6PCNzA,@JR-zm2yu,https://yt3.ggpht.com/ytc/AIdro_nHQA_eFNLgMQXON_P6femAerpukM8kFpdYeO6maEs=s88-c-k-c0x00ffffff-no-rj,False,Sug4mJBcMkY,2025-01-15 10:26:45.250634-07:00,Wednesday,10,Florida,"Margate police investigate crash that left 3 dead, 2 injured",https://www.youtube.com/watch?v=Sug4mJBcMkY,3232
UgxfVwgu3U2uC4EPuTB4AaABAg,left WHAT dead??,1.0,,@19dollargatoradebottle,55 minutes ago,0,UCzAsR-zpIWpm18Sd8jtwn4w,@19dollargatoradebottle,https://yt3.ggpht.com/VnjGNXJir1XYhlWAU1fK4XXdoKZE9EHilpT8qS55f35tX2YkF6HTcfPM6r-2I09KmL5irHqDGg=s88-c-k-c0x00ffffff-no-rj,False,Sug4mJBcMkY,2025-01-15 10:09:45.250636-07:00,Wednesday,10,Florida,"Margate police investigate crash that left 3 dead, 2 injured",https://www.youtube.com/watch?v=Sug4mJBcMkY,3232
UgwZx3AJOVVxrV3QkMB4AaABAg,Broward County School Districts are pure Swamp.,2.0,,@jonnydanger7181,28 minutes ago,0,UChwUxhRr6dLQPbAn1pa7ZOg,@jonnydanger7181,https://yt3.ggpht.com/ytc/AIdro_mEr-a0CdqVOWvrAj6dorsdxF7e5sPHkgm5B7xe923K8g=s88-c-k-c0x00ffffff-no-rj,False,HWVzDHFjyis,2025-01-14 15:35:50.653127-07:00,Tuesday,15,Florida,Dashcam video shows Broward principal posing as deputy during traffic stop,https://www.youtube.com/watch?v=HWVzDHFjyis,1046
UgyldWgB6OwvHII-5e54AaABAg,These teachers are out of hand,,,@huyoken7953,9 minutes ago,0,UC6UW12s71AyQto5OFujqO2w,@huyoken7953,https://yt3.ggpht.com/BJi0NFO8z0yPLEv0CGX6umoEMXGbX508q3nRKEjCr-b9J76XzVOlXTMRsVUkI10EK-AHw4AVwg=s88-c-k-c0x00ffffff-no-rj,False,HWVzDHFjyis,2025-01-14 15:54:50.653145-07:00,Tuesday,15,Florida,Dashcam video shows Broward principal posing as deputy during traffic stop,https://www.youtube.com/watch?v=HWVzDHFjyis,1046
UgzA2bS4G4UTUiepUoZ4AaABAg,Bizzare,2.0,,@patchworkmountains,39 minutes ago,0,UCJS2uHWyVGL_I1ABiBCpj2g,@patchworkmountains,https://yt3.ggpht.com/ytc/AIdro_me8ll3ikpaawSR55Uvo-y2u9W3t0JZI9vr8MitwUi2ZQ=s88-c-k-c0x00ffffff-no-rj,False,HWVzDHFjyis,2025-01-14 15:24:50.653147-07:00,Tuesday,15,Florida,Dashcam video shows Broward principal posing as deputy during traffic stop,https://www.youtube.com/watch?v=HWVzDHFjyis,1046
UgwpRt3RhxuBtpxipOp4AaABAg,Ya just never really know.....😮,1.0,,@lindaopperthauser2284,34 minutes ago,0,UCOUf6tku9kddeN2YLSeGU3A,@lindaopperthauser2284,https://yt3.ggpht.com/ytc/AIdro_ll4U5pB_vQSDTuZZR4R9TktuJs-R2_rsHiG4aZdL4=s88-c-k-c0x00ffffff-no-rj,False,HWVzDHFjyis,2025-01-14 15:29:50.653150-07:00,Tuesday,15,Florida,Dashcam video shows Broward principal posing as deputy during traffic stop,https://www.youtube.com/watch?v=HWVzDHFjyis,1046
UgwFGTKslL8h_NIaYtx4AaABAg,"Bizarre.  This lacks the basic common sense you expect from someone in authority over children and to whom others look up to to set an example.  Based on his age, I would expect him to resign tomorrow, and definately before any legal conviction is rendered.  AKA:  Protecting the pension.  That is unless of course he can find an attorney to show everyone that:  'If the badge don't fit, you have to acquit!'  OK, OK, but who can forget O.J. Sinpson?!?  JUST SAYING...",,,@commonsense6611,6 minutes ago (edited),0,UCz7XSSe5bgdGnBF-3b94gGw,@commonsense6611,https://yt3.ggpht.com/ytc/AIdro_l8s7o5mhIP63sT8dx6FceKPCar2po-AJwZypbQkB0=s88-c-k-c0x00ffffff-no-rj,False,HWVzDHFjyis,2025-01-14 15:57:50.653152-07:00,Tuesday,15,Florida,Dashcam video shows Broward principal posing as deputy during traffic stop,https://www.youtube.com/watch?v=HWVzDHFjyis,1046
UgxY5mGZsogtugQthNp4AaABAg,Don’t run with a gun that’s a no no,1.0,,@juniorlopez8206,1 minute ago,0,UC4UVtayAKMlov2lyY9ES15w,@juniorlopez8206,https://yt3.ggpht.com/ytc/AIdro_mRxEizX44lILMTzMsg7QLMsSFImBvrB3m9nGw-WwQ=s88-c-k-c0x00ffffff-no-rj,False,uFwO1LwIO-U,2025-01-10 20:03:37.161234-07:00,Friday,20,Texas,DPS trooper shoots 17-year-old after traffic stop near Atascocita,https://www.youtube.com/watch?v=uFwO1LwIO-U,68273
UgzKIGO_Z_XSraijFFV4AaABAg,i don now notin abut no gunn,1.0,,@jesse10x,5 minutes ago,0,UCdx1l-ffGTjfHNz-K_2bP_w,@jesse10x,https://yt3.ggpht.com/ytc/AIdro_lAWKXE21bYhnbF3LgLHIuxz8q8zUOMWaUzZRuVob4=s88-c-k-c0x00ffffff-no-rj,False,uFwO1LwIO-U,2025-01-10 19:59:37.161251-07:00,Friday,19,Texas,DPS trooper shoots 17-year-old after traffic stop near Atascocita,https://www.youtube.com/watch?v=uFwO1LwIO-U,68273
UgyDn4u0AZxEGOKMpl94AaABAg,Pretty stupid behavior coming from a man who's in charge of an  educational institution.,,,@MizRuthie,35 minutes ago,0,UCTc2VwGoUmbQxH8pcEuXEcA,@MizRuthie,https://yt3.ggpht.com/ytc/AIdro_nlt3niuebHVgkqu1PX68mFRHVKt5KngPvX7HVDZ5uYEn8=s88-c-k-c0x00ffffff-no-rj,False,UOVX_nkD2qU,2025-01-14 13:29:58.621757-07:00,Tuesday,13,Florida,Dashcam video shows Broward principal claiming he's an officer to FHP during traffic stop,https://www.youtube.com/watch?v=UOVX_nkD2qU,1061
UgzPbK1TZkvzTfEH3114AaABAg,real smart man,,,@friedmangobean,30 minutes ago,0,UCyL8mr5aieuHJ3Lj0VmZVNQ,@friedmangobean,https://yt3.ggpht.com/S2YQIPM8vJqNSczqJvkkEFBjBW43r9YWKIBn0zwGh2Wta6U-cYEwDcNSTHkj0kceT-7e7oMy=s88-c-k-c0x00ffffff-no-rj,False,UOVX_nkD2qU,2025-01-14 13:34:58.621779-07:00,Tuesday,13,Florida,Dashcam video shows Broward principal claiming he's an officer to FHP during traffic stop,https://www.youtube.com/watch?v=UOVX_nkD2qU,1061
UgwiaVOfqx24VlBQx0F4AaABAg,All they have to do is check the FL Highway toll photo database to narrow down the investigation and find the shooter.,1.0,,@7217-y8v,22 minutes ago,0,UC48DLTl5Z9hlo-fFN55TxsQ,@7217-y8v,https://yt3.ggpht.com/ytc/AIdro_n8Ldz70R4A5Mty4gqBlS4wAm-vXnerjSWBmUz3Bq8=s88-c-k-c0x00ffffff-no-rj,False,lrPsc8fJ7MA,2025-01-13 21:42:40.241455-07:00,Monday,21,Florida,"Road rage shooting victim glad to be alive, police search for shooter",https://www.youtube.com/watch?v=lrPsc8fJ7MA,2350
Ugyqwo3podbEpZCCZdh4AaABAg,Death 💀 is everywhere.,,,@frankrivera7460,17 minutes ago,0,UC8his4eKjsykzTZERhkp6bA,@frankrivera7460,https://yt3.ggpht.com/ytc/AIdro_n1YRi8i8TpTnKtMIARSi9xPLn2rKU-ONxy_O_TrQ3cSvg7zMr2VhNJEvOs1oIoKW7QLA=s88-c-k-c0x00ffffff-no-rj,False,iHZsR-ZJL3Q,2025-01-13 14:45:25.465824-07:00,Monday,14,Florida,Woman killed after being hit by car on I-95 following separate crash,https://www.youtube.com/watch?v=iHZsR-ZJL3Q,1553
UgxQdMAMcMvM-PTv5y94AaABAg,Was the anybody intoxicated during this incident?,,,@stephaniejacobs3809,23 minutes ago,0,UCv6fqGsoiOD7upwHPn2JjIA,@stephaniejacobs3809,https://yt3.ggpht.com/ytc/AIdro_l2TaXSiWESk1JUBZ6e2KM3k1P5yT_Juxr1tZnMhT3FlJ8=s88-c-k-c0x00ffffff-no-rj,False,iHZsR-ZJL3Q,2025-01-13 14:39:25.465846-07:00,Monday,14,Florida,Woman killed after being hit by car on I-95 following separate crash,https://www.youtube.com/watch?v=iHZsR-ZJL3Q,1553
UgwDiglGGx7OTaDzMaZ4AaABAg,one job: drive straight pay attention,3.0,,@jctorres6112,37 minutes ago,0,UCdId7w5EezcuqFPXzbgn2Vw,@jctorres6112,https://yt3.ggpht.com/ytc/AIdro_mvnwYq0u99R-wk3xf1BblCNLDg-ykKP3YSoLrgZIKOEbc=s88-c-k-c0x00ffffff-no-rj,False,8c38-liU_P8,2025-01-13 13:25:05.242702-07:00,Monday,13,Florida,1 dead after tractor-trailers crash on Turnpike in Miami Gardens,https://www.youtube.com/watch?v=8c38-liU_P8,11508
UgzuRo7yVAfdxE8zt4d4AaABAg,So seatbelt does not always protect you from being ejected ?,1.0,1.0,@alexabadi7458,24 minutes ago,0,UC4TR__m_rOYsCxs703_nYDA,@alexabadi7458,https://yt3.ggpht.com/VvRtz33zMJcnbjk_xMApwOQLkui9wCj_JQKBZxiTmPJYw7eM2eswiNsU72fqt2cpZKTszbk-wNY=s88-c-k-c0x00ffffff-no-rj,False,8c38-liU_P8,2025-01-13 13:38:05.242722-07:00,Monday,13,Florida,1 dead after tractor-trailers crash on Turnpike in Miami Gardens,https://www.youtube.com/watch?v=8c38-liU_P8,11508
Ugx2Qfh-03geffLS4EF4AaABAg,We all know who drives those tractor trailers recklessly on our roads,,,@juanalmos1959,12 minutes ago,0,UClH5NrVKUqVAOd5S24EZazw,@juanalmos1959,https://yt3.ggpht.com/ytc/AIdro_nTFDByrEiswisfySyHvhsD4-Gmk4x-ZNI9bEQnsvcaJA=s88-c-k-c0x00ffffff-no-rj,False,8c38-liU_P8,2025-01-13 13:50:05.242725-07:00,Monday,13,Florida,1 dead after tractor-trailers crash on Turnpike in Miami Gardens,https://www.youtube.com/watch?v=8c38-liU_P8,11508
UgzQdO3lS7ctx1iJbgB4AaABAg,Driver citizen ship?,1.0,1.0,@bobcaygeon975,17 minutes ago,0,UC_97lhDbhuYAOc7ipDt9Zxw,@bobcaygeon975,https://yt3.ggpht.com/ytc/AIdro_kVUexkn6vHQq-AlSmP2C-L6-P4i80miwupEMKBKB4=s88-c-k-c0x00ffffff-no-rj,False,8c38-liU_P8,2025-01-13 13:45:05.242727-07:00,Monday,13,Florida,1 dead after tractor-trailers crash on Turnpike in Miami Gardens,https://www.youtube.com/watch?v=8c38-liU_P8,11508
UgxYLmEa_fa4yGLMBhx4AaABAg,Usual suspects,,,@ChristopherPuff,6 minutes ago,0,UCjdSRr9G8ldpAGnT1za5nsw,@ChristopherPuff,https://yt3.ggpht.com/_aPQSSdHAFne6T2NFH0uQiTYj6VDg8KgfT2OdAG9ZMPPlMUBNugEp7FDReBWuQIzycKjTiwg=s88-c-k-c0x00ffffff-no-rj,False,8c38-liU_P8,2025-01-13 13:56:05.242729-07:00,Monday,13,Florida,1 dead after tractor-trailers crash on Turnpike in Miami Gardens,https://www.youtube.com/watch?v=8c38-liU_P8,11508
